tag.ID,capture.date,stat.week,tag.group,card.no,fish.no,swim.dir,time.in,sex,length,time.out,species,notes,age,lat,long,mesh.size,secchi.dis,secchi.re,air.temp,water.temp,wind.sp,wind.dir,cloud.cov
4630,8/10/2021,33,1,6,4,S,12:28,M,535,12:56,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4635,8/10/2020,33,2,7,6,N,12:26,M,535,12:30,coho,,2.1,64.132,-160.95424,44750,1.5,1.25,62,58,1,S,25
4650,8/10/2021,33,1,6,5,N,12:28,M,554,12:56,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4655,8/10/2020,33,2,7,7,N,12:29,M,485,12:33,coho,,1.1,64.132,-160.95424,44750,1.5,1.25,62,58,1,S,25
4670,8/10/2021,33,1,6,6,S,12:29,F,484,12:56,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4675,8/10/2020,33,2,7,8,S,12:36,M,525,12:42,coho,,2.1,64.132,-160.95424,44750,1.5,1.25,62,58,1,S,25
4690,8/10/2021,33,1,6,7,S,13:02,F,588,13:11,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4695,8/10/2020,33,2,7,9,S,13:40,M,546,13:43,coho,,2.1,64.18195,-160.95771,SN,1.5,1.25,NA,58,1,,NA
4710,8/10/2021,33,1,6,8,S,13:14,M,558,13:28,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4715,8/10/2020,33,2,7,10,S,13:42,F,533,13:49,coho,GASH,2.1,64.18195,-160.95771,SN,1.5,1.25,NA,58,1,,NA
4730,8/10/2021,33,1,6,9,S,13:17,F,523,13:31,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4735,8/10/2020,33,2,8,1,S,14:00,M,554,14:03,coho,,3,64.18195,-160.95771,SN,1.5,1.25,NA,58,1,,NA
4750,8/10/2021,33,1,6,10,N,13:20,M,566,13:40,coho,,,64.358,-161.20599,5-7/8 in,1.3,1,53,56,10,NW,85
4755,8/10/2020,33,2,8,2,S,14:01,M,521,14:04,coho,,3,64.18195,-160.95771,SN,1.5,1.25,NA,58,1,,NA
4770,8/17/2021,34,1,7,1,N,12:34,M,592,12:41,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4775,8/10/2020,33,2,8,3,N,14:02,M,579,14:06,coho,,2.1,64.18195,-160.95771,SN,1.5,1.25,NA,58,1,,NA
4790,8/17/2021,34,1,7,2,S,12:45,M,540,12:50,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4795,8/10/2020,33,2,8,4,S,14:40,M,499,14:56,coho,,2.1,64.18195,-160.95771,44750,1.5,1.25,NA,58,1,,NA
4810,8/17/2021,34,1,7,3,N,13:05,M,529,13:14,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4815,8/10/2020,33,2,8,5,S,14:41,M,535,14:56,coho,,2.1,64.18195,-160.95771,44750,1.5,1.25,NA,58,1,,NA
4830,8/17/2021,34,1,7,4,N,13:16,M,550,13:21,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4835,8/10/2020,33,2,8,6,N,14:50,M,563,14:57,coho,,2.1,64.18195,-160.95771,44750,1.5,1.25,NA,58,1,,NA
4850,8/17/2021,34,1,7,5,N,13:24,F,511,13:31,coho,,,64.31863,-161.13444,5-7/8 in,0.3,0.2,46,52,10,SE,20
4855,8/10/2020,33,2,8,7,N,14:57,M,488,14:57,coho,,2.1,64.18195,-160.95771,44750,1.5,1.25,NA,58,1,,NA
4870,8/17/2021,34,1,7,6,S,13:05,M,538,15:10,coho,,,64.28698,-161.07819,5-7/8 in,0.3,0.2,50,53.37,5,SE,40
4875,8/10/2020,33,2,8,8,N,15:22,M,505,15:27,coho,,3,64.18195,-160.95771,44750,1.5,1.25,NA,58,1,,NA
4890,8/17/2021,34,1,7,7,N,13:13,M,535,15:24,coho,,,64.28698,-161.07819,5-7/8 in,0.3,0.2,50,53.37,5,SE,40
4895,8/11/2020,33,2,9,1,N,9:27,M,561,9:42,coho,,2.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
4910,8/22/2021,35,2,9,1,N,17:05,F,525,17:12,coho,,,64.32941,-161.15459,5-5/8 in,0.5,0.3,54,50,6,SE,85
4915,8/11/2020,33,2,9,2,S,9:30,F,548,9:42,sockeye,,7,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
4930,8/22/2021,35,2,9,2,S,17:17,M,479,17:23,coho,,,64.32941,-161.15459,5-5/8 in,0.5,0.3,54,50,6,SE,85
4935,8/11/2020,33,2,9,3,S,9:30,M,550,9:42,coho,,2.1,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
4950,8/22/2021,35,2,9,3,S,17:26,M,556,17:33,coho,,,64.32941,-161.15459,5-5/8 in,0.5,0.3,54,50,6,SE,85
4955,8/11/2020,33,2,9,4,S,9:31,M,569,9:42,coho,,2.1,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
4970,8/23/2021,35,2,10,1,S,11:25,M,578,11:29,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
4975,8/11/2020,33,2,9,5,S,9:40,M,537,9:56,chinook,,7,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
4990,8/23/2021,35,2,10,2,S,11:27,M,548,11:34,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
4995,8/11/2020,33,2,9,6,S,9:41,M,545,9:56,coho,,2.1,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
5010,8/23/2021,35,2,10,3,S,11:27,F,537,11:38,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5015,8/11/2020,33,2,9,7,S,10:00,F,519,10:13,coho,,2.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5030,8/23/2021,35,2,10,4,N,11:27,M,529,11:41,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5035,8/11/2020,33,2,9,8,S,10:01,M,510,10:13,coho,,1.1,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
5050,8/23/2021,35,2,10,5,S,11:28,M,516,11:44,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5055,8/11/2020,33,2,9,9,S,10:03,M,522,10:14,coho,,2.1,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
5070,8/23/2021,35,2,10,6,S,11:28,M,520,11:48,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5075,8/11/2020,33,2,9,10,S,10:05,F,504,10:15,coho,,3,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
5090,8/23/2021,35,2,10,7,N,11:29,F,615,11:52,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5095,8/11/2020,33,2,10,1,S,10:15,F,523,10:25,coho,,1.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5110,8/23/2021,35,2,10,8,S,11:29,F,525,11:55,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5115,8/11/2020,33,2,10,2,S,10:16,M,525,10:25,coho,,4,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5130,8/23/2021,35,2,10,9,S,12:00,F,548,12:07,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5135,8/11/2020,33,2,10,3,S,10:17,F,565,10:24,coho,,2.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5150,8/23/2021,35,2,10,10,S,12:01,M,579,12:13,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5155,8/11/2020,33,2,10,4,N,10:47,F,523,10:56,coho,,1.1,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
5170,8/23/2021,35,2,11,1,N,12:10,F,548,12:19,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5175,8/11/2020,33,2,10,5,S,10:49,M,475,10:57,coho,,1.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5190,8/23/2021,35,2,11,2,N,12:13,F,554,12:23,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5195,8/11/2020,33,2,10,6,S,10:51,M,541,10:58,coho,NA,2.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5210,8/23/2021,35,2,11,3,N,12:14,F,559,12:26,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5215,8/11/2020,33,2,10,7,S,11:03,M,584,11:13,coho,,2.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5230,8/23/2021,35,2,11,4,S,12:28,M,535,12:35,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5235,8/11/2020,33,2,10,8,S,11:05,F,512,11:13,coho,,1.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5250,8/23/2021,35,2,11,5,S,12:44,M,534,12:48,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5255,8/11/2020,33,2,10,9,N,11:07,M,563,11:15,coho,,2.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5270,8/23/2021,35,2,11,6,S,13:02,F,539,13:11,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5275,8/11/2020,33,2,10,10,N,11:07,F,526,11:18,coho,,2.1,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
5290,8/23/2021,35,2,11,7,S,13:03,M,579,13:16,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5295,8/11/2020,33,2,11,1,N,11:08,F,535,11:20,coho,,3,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
5310,8/23/2021,35,2,11,8,S,13:23,M,586,13:29,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5315,8/11/2020,33,2,11,2,S,11:15,M,512,11:39,coho,,1.1,64.18224,-160.95687,44689,NA,NA,52,58,NA,,NA
5330,8/23/2021,35,2,11,9,S,13:23,F,539,13:32,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5335,8/11/2020,33,2,11,3,S,11:16,M,543,11:42,coho,Seal bite,2.1,64.18224,-160.95687,44750,NA,NA,52,58,NA,,NA
5350,8/23/2021,35,2,11,10,S,13:23,F,584,13:35,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5355,8/11/2020,33,2,11,4,S,13:40,F,520,13:44,coho,,2.1,64.24019,-160.98668,44689,1,0.5,62,59,1,,0
5370,8/23/2021,35,2,12,1,S,13:39,M,592,13:51,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5375,8/11/2020,33,2,11,5,N,13:58,F,542,14:05,coho,,2.1,64.24019,-160.98668,44689,1,0.5,62,59,1,,0
5390,8/23/2021,35,2,12,2,S,13:46,F,576,13:51,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5395,8/11/2020,33,2,11,6,S,14:43,F,535,14:44,coho, Abby tagged! (No scales),5,64.24019,-160.98668,44750,1,0.5,62,59,1,,0
5410,8/23/2021,35,2,12,3,N,13:46,M,578,13:56,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5415,8/11/2020,33,2,11,7,S,14:52,F,545,14:56,coho,,1.1,64.24019,-160.98668,44750,1,0.5,62,59,1,,0
5430,8/23/2021,35,2,12,4,S,13:46,M,544,13:59,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5435,8/11/2020,33,2,11,8,N,14:53,M,485,14:57,coho,,2.1,64.24019,-160.98668,44750,1,0.5,62,59,1,,0
5450,8/23/2021,35,2,12,5,N,13:46,M,594,14:02,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5455,8/11/2020,33,2,11,9,N,15:45,F,554,15:50,coho,,2.1,64.24019,-160.98668,44689,1,0.5,62,59,1,,0
5470,8/23/2021,35,2,12,6,N,13:48,M,516,14:05,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5475,8/12/2020,33,2,12,1,S,9:43,F,520,9:48,coho,GASH,2.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5490,8/23/2021,35,2,12,7,N,13:48,F,498,14:10,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5495,8/12/2020,33,2,12,2,N,10:08,M,554,10:16,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5510,8/23/2021,35,2,12,8,S,14:08,F,552,14:23,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5515,8/12/2020,33,2,12,3,N,10:09,F,565,10:18,coho,,2.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5530,8/23/2021,35,2,12,9,N,14:09,F,560,14:27,coho,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,1.5,E,25
5535,8/12/2020,33,2,12,4,S,10:10,M,525,10:15,coho,,2.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5550,8/23/2021,35,2,12,10,S,16:23,F,569,16:28,coho,,,64.28843,-161.07603,5-5/8 in,1.1,1.8,56,52,0,,85
5555,8/12/2020,33,2,12,6,N,10:25,M,579,10:30,coho,,2.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5575,8/12/2020,33,2,12,7,N,10:26,M,554,10:31,coho,,2.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5595,8/12/2020,33,2,12,8,S,10:27,F,585,10:32,coho,,2.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5615,8/12/2020,33,2,12,9,S,10:37,F,481,10:42,coho,,2.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5635,8/12/2020,33,2,12,10,S,10:38,F,566,10:42,coho,Large.,1.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5655,8/12/2020,33,2,13,1,N,10:42,F,513,10:56,coho,Small.,2.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5675,8/12/2020,33,2,13,2,S,11:03,F,561,11:10,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5695,8/12/2020,33,2,13,3,S,11:05,M,544,11:10,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5715,8/12/2020,33,2,13,4,S,11:15,F,517,11:27,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5735,8/12/2020,33,2,13,5,N,11:19,M,494,11:27,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5755,8/12/2020,33,2,13,6,S,11:52,F,554,11:57,coho,,3,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5775,8/12/2020,33,2,13,7,N,12:10,M,464,12:26,coho,Small.,3.1,64.18191,-160.9575,44689,1.2,1,54,58,1,,75
5795,8/12/2020,33,2,13,8,N,12:14,F,549,12:24,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5815,8/12/2020,33,2,13,9,S,12:29,M,567,12:42,coho,,3,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5835,8/12/2020,33,2,13,10,S,12:29,F,535,12:43,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5855,8/12/2020,33,2,14,1,N,12:34,F,526,12:43,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5875,8/12/2020,33,2,14,2,S,13:11,F,583,13:21,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5895,8/12/2020,33,2,14,3,S,13:21,M,494,13:21,coho,Small.,3.1,64.18191,-160.9575,44750,1.2,1,54,58,1,,75
5915,8/12/2020,33,2,14,4,S,13:30,F,555,13:35,coho,,1.1,64.18191,-160.9575,SN,1.2,1,54,58,1,,75
5935,8/12/2020,33,2,14,5,S,13:51,M,469,14:05,coho,,2.1,64.18191,-160.9575,SN,1.2,1,54,58,1,,75
5955,8/12/2020,33,2,14,6,S,13:53,M,520,14:05,coho,,2.1,64.18191,-160.9575,SN,1.2,1,54,58,1,,75
5975,8/12/2020,33,2,14,7,N,13:53,F,524,14:05,coho,,2.1,64.18191,-160.9575,SN,1.2,1,54,58,1,,75
5995,8/12/2020,33,2,14,8,S,13:56,F,549,14:05,coho,,2.1,64.18191,-160.9575,SN,1.2,1,54,58,1,,75
6015,8/12/2020,33,2,14,9,S,14:12,M,485,14:18,coho,Small.,1.1,64.18191,-160.9575,SN,1.2,1,54,58,1,,75
6035,8/12/2020,33,2,14,10,S,14:13,M,576,14:19,coho,,3.1,64.18191,-160.9575,SN,1.2,1,54,58,1,,75
6055,8/12/2020,33,2,15,1,S,14:13,M,544,14:18,coho,,2.1,64.18191,-160.9575,SN,1.2,1,54,61,1,,75
6075,8/12/2020,33,2,15,2,S,14:14,F,494,14:19,coho,Small.,1.1,64.18191,-160.9575,SN,1.2,1,54,61,1,,75
6095,8/12/2020,33,2,15,3,S,14:28,F,575,14:33,coho,,3,64.18191,-160.9575,44750,1.2,1,54,61,1,,75
6115,8/12/2020,33,2,15,4,S,14:30,F,515,14:35,coho,,8,64.18191,-160.9575,44750,1.2,1,54,61,1,,75
6135,8/12/2020,33,2,15,5,S,14:52,F,519,15:00,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,61,1,,75
6155,8/12/2020,33,2,15,6,S,14:53,M,480,15:00,coho,Small.,3,64.18191,-160.9575,44750,1.2,1,54,61,1,,75
6175,8/12/2020,33,2,15,7,N,15:05,M,559,15:10,coho,,2.1,64.18191,-160.9575,44750,1.2,1,54,61,1,,75
6195,8/13/2020,33,2,16,1,N,9:11,M,520,9:15,coho,,4,64.29974,-161.10029,44750,1,0.75,56,57,2,W,100
6215,8/13/2020,33,2,16,2,N,9:23,F,510,9:32,coho,,2.1,64.29974,-161.10029,44689,1,0.75,56,57,2,W,100
6235,8/13/2020,33,2,16,3,N,9:23,F,560,9:32,coho,,1.1,64.29974,-161.10029,44689,1,0.75,56,57,2,W,100
6255,8/13/2020,33,2,16,4,S,9:40,M,553,9:45,coho,Recapture going North.,3,64.29974,-161.10029,44689,1,0.75,56,57,2,W,100
6275,8/13/2020,33,2,16,5,S,9:41,M,556,9:46,coho,,2.1,64.29974,-161.10029,44689,1,0.75,56,57,2,W,100
6295,8/13/2020,33,2,16,6,N,9:54,F,535,10:00,coho,,2.1,64.29974,-161.10029,44689,1,0.75,56,57,2,W,100
6315,8/13/2020,33,2,16,7,S,9:56,F,568,10:01,coho,,3,64.29974,-161.10029,44750,1,0.75,56,57,2,W,100
6335,8/13/2020,33,2,16,8,S,10:39,M,581,10:43,coho,,2.1,64.29974,-161.10029,44689,1,0.75,56,57,2,W,100
6355,8/13/2020,33,2,16,9,N,10:49,F,556,10:53,coho,,2.1,64.29974,-161.10029,44750,1,0.75,56,57,2,W,100
6375,8/13/2020,33,2,16,10,S,10:57,F,557,10:59,coho,,2.1,64.29974,-161.10029,44689,1,0.75,56,57,2,W,100
6395,8/13/2020,33,2,17,1,S,10:57,F,506,11:03,coho,,1.1,64.29974,-161.10029,44689,1,0.75,56,57,2,W,100
6415,8/17/2020,34,2,18,1,S,11:34,M,509,11:37,coho,,1.1,64.30146,-161.10429,44689,1.25,1,69,58,12,S,0
6435,8/17/2020,34,2,18,2,N,11:39,M,571,11:45,coho,,2.1,64.30146,-161.10429,44689,1.25,1,69,58,12,S,0
6455,8/17/2020,34,2,18,3,N,11:58,F,577,12:02,coho,,1.1,64.30146,-161.10429,44689,1.25,1,69,58,12,S,0
6475,8/17/2020,34,2,18,4,N,12:13,F,587,12:16,coho,,3.1,64.30146,-161.10429,44689,1.25,1,69,58,12,S,0
6495,8/17/2020,34,2,18,5,N,12:13,F,533,12:18,coho,,3,64.30146,-161.10429,44689,1.25,1,69,58,12,S,0
6515,8/17/2020,34,2,18,6,S,13:06,M,545,13:09,coho,,2.1,64.30146,-161.10429,44689,1.25,1,69,58,12,S,0
6535,8/17/2020,34,2,18,7,S,13:37,M,551,13:42,coho,Reset net,1.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6555,8/17/2020,34,2,18,8,N,13:45,M,554,13:49,coho,,2.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6575,8/17/2020,34,2,18,9,N,14:16,F,484,14:23,coho,,1.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6595,8/17/2020,34,2,18,10,S,14:41,F,585,14:48,coho,,2.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6615,8/17/2020,34,2,19,1,N,15:00,M,512,15:08,coho,,1.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6635,8/17/2020,34,2,19,2,N,15:00,M,532,15:08,coho,,1.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6655,8/17/2020,34,2,19,3,N,15:15,M,503,15:20,coho,,3,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6675,8/17/2020,34,2,19,4,N,15:29,F,510,15:33,coho,,3,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6695,8/17/2020,34,2,19,5,S,15:49,F,561,15:53,coho,,2.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6715,8/17/2020,34,2,19,6,S,16:10,F,537,16:15,coho,,2.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6735,8/17/2020,34,2,19,7,S,16:12,M,598,16:16,coho,Large.,1.1,64.30146,-161.10429,44750,1.25,1,69,58,1,,0
6755,8/18/2020,34,2,20,1,N,13:37,F,489,13:41,coho,,1.1,64.27301,-161.04781,44689,2.5,2,64,60,NA,,NA
6775,8/18/2020,34,2,20,2,N,13:37,M,584,13:43,coho,Bite mark.,2.1,64.27301,-161.04781,44689,2.5,2,64,60,NA,,NA
6795,8/18/2020,34,2,20,3,N,13:38,M,565,13:45,chinook,,7,64.27301,-161.04781,44689,1,1,64,60,NA,,NA
6815,8/18/2020,34,2,20,4,N,14:59,M,552,15:03,coho,,2.1,64.27301,-161.04781,44689,2.5,2,64,60,NA,,NA
6835,8/18/2020,34,2,20,5,N,14:59,F,573,15:05,coho,,1.1,64.27301,-161.04781,44689,2.5,2,64,60,NA,,NA
6855,8/18/2020,34,2,20,6,N,15:14,F,574,15:20,coho,,3.1,64.27301,-161.04781,44750,2.5,2,64,60,NA,,NA
6875,8/20/2020,34,2,21,1,S,9:27,M,486,9:33,coho,,1.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
6895,8/20/2020,34,2,21,2,S,10:03,M,526,10:15,coho,Spawning colors,3,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
6915,8/20/2020,34,2,21,3,N,10:37,F,545,10:43,coho,,3,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
6935,8/20/2020,34,2,21,4,N,10:54,F,556,11:00,coho,,2.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
6955,8/20/2020,34,2,21,5,S,10:55,M,509,11:00,coho,Small,1.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
6975,8/20/2020,34,2,21,6,N,11:10,M,502,11:15,coho,,1.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
6995,8/20/2020,34,2,21,7,N,11:32,M,529,11:36,coho,,2.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
7015,8/20/2020,34,2,21,8,S,11:59,M,554,12:05,coho,,2.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
7035,8/20/2020,34,2,21,9,S,12:23,M,525,12:26,coho,,3,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
7055,8/20/2020,34,2,21,10,S,12:36,M,569,12:39,coho,Missing 1 scale,1.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
7075,8/20/2020,34,2,22,1,N,12:46,F,573,12:49,coho,,3,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
7095,8/20/2020,34,2,22,2,S,12:58,M,529,13:02,sockeye,GASH,7,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
7115,8/20/2020,34,2,22,3,N,13:08,M,542,13:12,coho,,1.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
7135,8/20/2020,34,2,22,4,N,13:09,M,534,13:15,coho,,1.1,64.31762,-161.13248,44750,0.4,0.2,56,59,5,W,100
7155,8/20/2020,34,2,22,5,N,14:34,M,520,14:37,coho,,2.1,64.28782,-161.07748,44750,0.5,0.3,56,60,1,,100
7175,8/20/2020,34,2,22,6,S,14:39,M,524,14:50,coho,,3.1,64.28782,-161.07748,44750,0.5,0.3,56,60,1,,100
7195,8/20/2020,34,2,22,7,S,14:46,F,558,14:50,coho,Missing 1 scale,3,64.28782,-161.07748,44750,0.5,0.3,56,60,1,,100
7215,8/24/2020,35,2,23,1,N,14:23,M,654,14:26,coho,,2.1,64.30094,-161.10243,44750,0.2,0.1,58,58,5,S,NA
7235,8/24/2020,35,2,23,2,N,14:50,M,555,14:54,coho,,3,64.30094,-161.10243,44750,0.2,0.1,58,58,5,S,NA
7255,8/24/2020,35,2,23,3,N,15:07,F,546,15:09,coho,,2.1,64.30094,-161.10243,44750,0.2,0.1,58,58,5,S,NA
7275,8/24/2020,35,2,23,4,S,16:00,F,517,16:04,coho,,2.1,64.30094,-161.10243,44750,0.2,0.1,58,58,5,S,NA
7295,8/24/2020,35,2,23,5,S,16:32,M,544,16:39,coho,,1.1,64.27122,-161.04342,44750,0.2,0.1,60,59,1,,50
7315,8/24/2020,35,2,23,6,S,16:58,F,558,17:02,coho,,1.1,64.27122,-161.04342,44750,0.2,0.1,60,59,1,,50
7335,8/24/2020,35,2,23,7,S,17:10,F,564,17:15,coho,,1.1,64.27122,-161.04342,44750,0.2,0.1,60,59,1,,50
7355,8/24/2020,35,2,23,8,S,18:03,F,509,18:11,coho,,1.1,64.31762,-161.13248,44750,0.4,0.2,60,60,1,,25
7375,8/24/2020,35,2,23,9,S,18:05,M,514,18:13,coho,,2.1,64.31762,-161.13248,44750,0.4,0.2,60,60,1,,25
7395,8/24/2020,35,2,23,10,S,18:35,F,534,18:40,coho,,2.1,64.31762,-161.13248,44689,0.4,0.2,60,60,1,,25
7415,8/24/2020,35,2,24,1,N,18:50,M,564,18:56,coho,,2.1,64.31762,-161.13248,44750,0.4,0.2,60,60,1,,25
7435,8/25/2020,35,2,25,1,S,9:30,F,571,9:34,coho,,3,64.18224,-160.95758,44689,1.5,1,54,58,1,,100
7455,8/25/2020,35,2,25,2,S,9:52,M,543,9:59,sockeye,,7,64.18224,-160.95758,44689,1.5,1,54,58,1,,100
7475,8/25/2020,35,2,25,3,S,10:02,F,575,10:07,coho,,3,64.18224,-160.95758,44750,1.5,1,54,58,1,,100
7495,8/25/2020,35,2,25,4,S,10:09,F,564,10:18,coho,,1.1,64.18224,-160.95758,44689,1.5,1,54,58,1,,100
7515,8/25/2020,35,2,25,5,S,10:12,F,536,10:20,coho,,1.1,64.18224,-160.95758,44689,1.5,1,54,58,1,,100
7535,8/25/2020,35,2,25,6,N,10:13,F,624,10:21,coho,Big.,2.1,64.18224,-160.95758,44689,1.5,1,54,58,1,,100
